14.5 0.15256432204191384 17.8170001 121.389693975 100.0 FPS fR 1000000000.0
14.6 0.2510685413310096 13.2030001 92.7566180229 100.0 FPS fR 1000000000.0
14.7 0.3964100016567516 11.8990001 81.2494709492 100.0 FPS fR 1000000000.0
14.8 0.5895194348957096 11.4700001 78.2152469158 100.0 FPS fR 1000000000.0
14.9 0.8199605737651848 11.2960001 76.8946740627 100.0 FPS fR 1000000000.0
15.0 1.064381679330456 11.1460001 75.8877007961 100.0 FPS fR 1000000000.0
15.1 1.2925624463693364 10.9290001 74.6145279408 100.0 FPS fR 1000000000.0
15.2 1.478376924239154 10.6220001 72.4221439362 100.0 FPS fR 1000000000.0
15.3 1.6082010766662749 10.2440001 69.8981220722 100.0 FPS fR 1000000000.0
15.4 1.6819592923831201 9.8240001 67.0582239628 100.0 FPS fR 1000000000.0
15.5 1.7085175051046761 9.3940001 64.0525979996 100.0 FPS fR 1000000000.0
15.6 1.6999907989930851 8.9780001 61.0263020992 100.0 FPS fR 1000000000.0
15.7 1.6678700640328272 8.5920001 58.355230093 100.0 FPS fR 1000000000.0
15.8 1.6213671128422518 8.2440001 56.0035710335 100.0 FPS fR 1000000000.0
15.9 1.5672140014619331 7.9400001 53.9559159279 100.0 FPS fR 1000000000.0
16.0 1.510100631142479 7.6790001 52.0934948921 100.0 FPS fR 1000000000.0
14.5 0.34529173018451753 13.7510001 122.693137884 100.0 HSDD2 fR 1000000000.0
14.6 0.5952584058889376 13.0340001 115.521426916 100.0 HSDD2 fR 1000000000.0
14.7 0.973646917625137 13.0860001 116.145343065 100.0 HSDD2 fR 1000000000.0
14.8 1.4356082789637357 13.2690001 117.827507019 100.0 HSDD2 fR 1000000000.0
14.9 1.8478387958900593 13.2760001 118.777977943 100.0 HSDD2 fR 1000000000.0
15.0 2.1464502918594093 13.0710001 115.904214859 100.0 HSDD2 fR 1000000000.0
15.1 2.3209967663715503 12.7280001 113.489524126 100.0 HSDD2 fR 1000000000.0
15.2 2.402050464294077 12.3120001 109.997519016 100.0 HSDD2 fR 1000000000.0
15.3 2.4178291631447877 11.8790001 106.250492096 100.0 HSDD2 fR 1000000000.0
15.4 2.3925456236300913 11.4560001 101.477541924 100.0 HSDD2 fR 1000000000.0
15.5 2.3423823197375433 11.0570001 98.0573019981 100.0 HSDD2 fR 1000000000.0
15.6 2.2779298494944213 10.6900001 94.7642841339 100.0 HSDD2 fR 1000000000.0
15.7 2.2062994088459402 10.3600001 91.8359928131 100.0 HSDD2 fR 1000000000.0
