14.5 0.14776817034497858 18.0640001 4993.46823096 100.0 FPS fRQ 1000000000.0 1000000000.0
14.6 0.24472236785106313 13.1980001 3602.12054491 100.0 FPS fRQ 1000000000.0 1000000000.0
14.7 0.3883511154119463 11.8610001 3269.36667418 100.0 FPS fRQ 1000000000.0 1000000000.0
14.8 0.5798118755316587 11.4290001 3127.08001709 100.0 FPS fRQ 1000000000.0 1000000000.0
14.9 0.8089423123947662 11.2600001 3008.11324191 100.0 FPS fRQ 1000000000.0 1000000000.0
15.0 1.052593061150334 11.1170001 2970.9752481 100.0 FPS fRQ 1000000000.0 1000000000.0
15.1 1.2805694772143708 10.9050001 2914.69043684 100.0 FPS fRQ 1000000000.0 1000000000.0
15.2 1.466585443396403 10.6040001 2842.06073594 100.0 FPS fRQ 1000000000.0 1000000000.0
15.3 1.5967622508738155 10.2280001 2738.99322295 100.0 FPS fRQ 1000000000.0 1000000000.0
15.4 1.6707892996670983 9.8100001 2630.64380407 100.0 FPS fRQ 1000000000.0 1000000000.0
15.5 1.697378787631138 9.3800001 2524.82913113 100.0 FPS fRQ 1000000000.0 1000000000.0
15.6 1.6885819318973003 8.9630001 2421.11448908 100.0 FPS fRQ 1000000000.0 1000000000.0
15.7 1.655895948562504 8.5750001 2329.1512239 100.0 FPS fRQ 1000000000.0 1000000000.0
15.8 1.6085914771898198 8.2260001 2246.24919009 100.0 FPS fRQ 1000000000.0 1000000000.0
15.9 1.553504275935076 7.9200001 2169.38240099 100.0 FPS fRQ 1000000000.0 1000000000.0
16.0 1.4954978128680179 7.6610001 2090.09801221 100.0 FPS fRQ 1000000000.0 1000000000.0
14.5 0.3397685889983697 13.6960001 5441.43945789 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
14.6 0.5888651897491938 12.9800001 5139.98839378 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
14.7 0.9670758552972095 13.0440001 5161.24127007 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
14.8 1.4297623680342701 13.2390001 5205.53623796 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
14.9 1.8431739160684757 13.2540001 5224.21191406 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
15.0 2.142837485808016 13.0550001 5115.74654889 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
15.1 2.3179958484640553 12.7140001 5297.42530012 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
15.2 2.399276135151467 12.2990001 4899.81884789 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
15.3 2.4149378136995026 11.8660001 4656.15754104 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
15.4 2.389215915529845 11.4420001 4484.02143502 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
15.5 2.338457119204004 11.0420001 4323.69058108 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
15.6 2.2733087133896603 10.6750001 4180.93064499 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
15.7 2.2008538842106047 10.3440001 4074.22867799 100.0 HSDD2 fRQ 1000000000.0 1000000000.0
