3.432816263002167e-12 9.314279293289566e-09 23119.912275581006 -6268411600130638.0
3.48873714912797e-12 1.060716527489089e-08 22769.377144300437 -8301623370445536.0
3.554603957028094e-12 1.2079716360310677e-08 22064.835724282915 -9138788505719680.0
3.631811722279449e-12 1.375689727111802e-08 21500.221402097013 -6217935755779360.0
3.7217445732232646e-12 1.5667140830596675e-08 21055.730196956094 -4244088338499504.0
3.826139657560068e-12 1.7842831129125503e-08 20697.301290171752 -2919434684271296.0
3.946834714135308e-12 2.0320851583151227e-08 20416.65713689458 -2003159594365272.0
4.085973064526424e-12 2.314321079066749e-08 20189.601405163296 -1402567546386904.0
4.246057074693872e-12 2.6357754743892165e-08 20007.306376886074 -984093674450192.0
4.4298215601129655e-12 3.001897738852376e-08 19859.088495504737 -708511766218528.0
4.6405827881708536e-12 3.41889454030108e-08 19733.46335122855 -522566176883944.0
4.881986375071276e-12 3.8938349369513885e-08 19627.633552291183 -395859577964400.0
5.1583345527875895e-12 4.434770300398588e-08 19531.69418333396 -314731991457480.0
5.474562286212275e-12 5.050870770123851e-08 19443.904730190385 -257488433735508.0
5.836279555799326e-12 5.752580695146643e-08 19359.093951155577 -221459537305148.0
6.2501023602122954e-12 6.551795760380247e-08 19273.607142526205 -196572968655284.0
6.7234962989170995e-12 7.462064557230292e-08 19185.968979425917 -179907737670794.0
7.265243697235867e-12 8.498818365840215e-08 19091.74043292024 -169107436688008.0
7.885429771336324e-12 9.67963269316789e-08 18990.289461098735 -160782191708936.0
8.595745721484048e-12 1.1024525251673893e-07 18878.360671341827 -155154706133854.0
9.409871504213939e-12 1.2556295351099956e-07 18754.304608308812 -150142212914344.0
1.0343579624146307e-11 1.4300910348001247e-07 18616.511393609973 -145795800814805.0
1.14154444395582e-11 1.628794597147574e-07 18462.428877594386 -141579340075803.0
1.2647055363768947e-11 1.8551087647357596e-07 18291.132630425484 -137041011799378.0
1.4063783653577394e-11 2.112870164426939e-07 18100.31065744497 -132324013948634.0
1.5695476795760833e-11 2.406448551281023e-07 17888.8485772673 -127034982876050.5
1.7577187003169637e-11 2.740820889525087e-07 17655.364616974388 -121335523952005.0
1.9750476380672602e-11 3.1216557397843937e-07 17398.55799491732 -115134916238582.0
2.226439053848388e-11 3.5554093571110366e-07 17117.929801004822 -108469923861091.0
2.517725561461506e-11 4.0494351609357826e-07 16812.637152119823 -101447717462127.5
2.855841520175102e-11 4.612108407014738e-07 16482.81593054816 -94086931639662.0
3.249046567290981e-11 5.252968187330959e-07 16128.682195622467 -86537749889333.75
3.7072176926896205e-11 5.98287917518429e-07 15751.013502252848 -78881703844907.5
4.242152108780807e-11 6.814215832378007e-07 15351.20691154436 -71245464622674.25
4.867996315029354e-11 7.761072235044726e-07 14930.903774377628 -63750062322330.625
5.601703554745249e-11 8.839501047828091e-07 14492.47687014818 -56496486910363.875
6.463619879483088e-11 1.0067785719127986e-06 14038.518009351217 -49594427975657.375
7.47818250534594e-11 1.146675051129972e-06 13572.06400004105 -43120648066462.875
8.67472459067177e-11 1.3060113603371077e-06 13096.399147548502 -37143121170062.625
1.0088491003043998e-10 1.48748892980848e-06 12614.883134986798 -31704730642945.812
1.1761783843176006e-10 1.6941846099494841e-06 12130.997363719529 -26826446508434.656
1.3745378426544188e-10 1.9296028488944946e-06 11648.055188646023 -22511966149212.062
1.6100176077837928e-10 2.1977351196860325e-06 11169.236622116601 -18744911282514.75
1.8899161729682785e-10 2.503127609352951e-06 10697.42915173783 -15496829077971.188
2.2229756745982592e-10 2.8509583160295097e-06 10235.17361889447 -12728131579020.36
