14.5 0.1610135806925488 16.7740001 4.34347891808 100.0 FPS GR 
14.6 0.26595259007806127 12.8300001 3.35111713409 100.0 FPS GR 
14.7 0.41983481758719526 11.7080001 3.07216215134 100.0 FPS GR 
14.8 0.6232342267478003 11.3500001 2.9033331871 100.0 FPS GR 
14.9 0.8648791414509313 11.2080001 2.78698015213 100.0 FPS GR 
15.0 1.120256081294114 11.0740001 2.83203101158 100.0 FPS GR 
15.1 1.3580628639520018 10.8650001 2.80731511116 100.0 FPS GR 
15.2 1.5515895983894592 10.5650001 2.74206614494 100.0 FPS GR 
15.3 1.6872677017722326 10.1950001 2.65078806877 100.0 FPS GR 
15.4 1.7655456488387606 9.7860001 2.55057001114 100.0 FPS GR 
15.5 1.7959833641445193 9.3690001 2.41128611565 100.0 FPS GR 
15.6 1.791318960880433 8.9680001 2.32584691048 100.0 FPS GR 
15.7 1.7634722717685933 8.5980001 2.23580694199 100.0 FPS GR 
15.8 1.7218607262276286 8.2660001 2.14917182922 100.0 FPS GR 
15.9 1.673212689398518 7.9760001 2.07680702209 100.0 FPS GR 
16.0 1.6220329339235138 7.7250001 2.01091909409 100.0 FPS GR 
14.5 0.34940940327730163 13.7960001 0.626023054123 100.0 HSDD2 GR 
14.6 0.5992894118138361 13.0660001 0.594103097916 100.0 HSDD2 GR 
14.7 0.9767780278240958 13.0980001 0.593929052353 100.0 HSDD2 GR 
14.8 1.4372409352540694 13.2650001 0.602535009384 100.0 HSDD2 GR 
14.9 1.8482688633773023 13.2610001 0.600350141525 100.0 HSDD2 GR 
15.0 2.146622603615953 13.0530001 0.591849088669 100.0 HSDD2 GR 
15.1 2.322009873970603 12.7100001 0.574699163437 100.0 HSDD2 GR 
15.2 2.404948287054442 12.2980001 0.556710958481 100.0 HSDD2 GR 
15.3 2.4234377111369287 11.8700001 0.527906179428 100.0 HSDD2 GR 
15.4 2.401492422375083 11.4540001 0.509966850281 100.0 HSDD2 GR 
15.5 2.3551648055267744 11.0620001 0.492341995239 100.0 HSDD2 GR 
15.6 2.294964747302123 10.7010001 0.47624707222 100.0 HSDD2 GR 
15.7 2.227799658775336 10.3760001 0.462749004364 100.0 HSDD2 GR 
